237,1209,4.147082,1109970597
204,1617,4.090194,1226321441
5,1580,4.571441,949919978
474,89745,3.945062,1425643497
548,1923,3.634343,1000729826
389,785,3.181802,946509305
464,1544,2.599873,1050439528
608,32,3.998896,1113319713
213,58299,3.276687,1228374469
518,2,4.995555,846450065
314,364,2.968203,1101033255
600,2136,4.078699,1306107948
164,153,1.391082,1390767109
546,110,3.894749,938568473
16,7346,1.906543,1465954961
76,2707,3.437203,1143048602
481,1059,3.626758,1339455255
166,539,2.055194,1111981315
223,3566,4.224405,960919546
453,1269,3.654180,989112182
68,609,2.992829,854711916
84,5902,4.091389,1156206646
233,1580,3.494906,955086826
522,858,4.614218,1370072258
398,2989,3.237021,1268904333
402,1215,4.763427,977458248
359,2054,2.400291,957481256
627,2888,2.573615,974769117
510,1228,3.539236,939326537
194,2145,4.282467,971216703
548,6620,3.978435,1099106625
548,1248,3.911530,974779724
312,2918,2.876160,1077052514
577,435,3.717957,1005426349
312,4585,3.018446,1093022303
16,106916,3.518073,1416120141
389,2639,3.731602,946528997
263,344,2.329793,1433900945
599,296,4.176298,1008571588
462,420,0.927891,1091049709
272,1375,3.757640,1107785121
586,940,4.420425,975365053
378,1848,2.724442,1187053762
418,2109,3.969382,1112587403
453,6385,3.346659,1133735157
286,288,2.980074,965091512
418,3551,4.003555,1112672411
106,2762,4.607771,1086960054
548,804,2.500127,1145756452
464,3623,1.997714,1051214702
74,61024,3.457209,1457597334
604,1320,3.276095,868356377
493,1625,4.318939,898107529
453,4326,3.571039,1002940480
581,2699,2.110836,1165292693
233,3468,4.090938,955092512
16,2232,3.100722,997938466
597,5952,3.725821,1138658336
473,2951,3.916904,944061874
233,520,4.404951,955091901
294,4306,4.130191,1064617001
24,36535,3.563665,1148728385
406,2115,3.594390,1097769338
9,2502,4.188459,1154464889
323,910,4.382727,974697728
123,1,2.856565,832773057
381,1682,2.861830,949374401
403,31696,3.914214,1443394691
359,344,1.340061,957795265
312,2762,3.330182,1076968716
16,1997,2.960658,997938255
544,1460,4.174144,866932056
221,3702,4.139816,970595195
158,88163,3.455930,1344509722
233,3296,3.838770,955085053
510,4979,3.908267,1037842602
503,750,4.449694,861322481
588,2959,3.652582,1111370861
5,2124,4.606804,949919763
197,2906,3.320136,959224316
606,1033,3.460413,980177649
472,594,3.928721,1239658699
120,2411,2.441537,913233296
389,2560,3.670383,965182512
558,3271,2.686370,1285960574
196,2132,4.025862,977755058
634,161,3.020890,848518115
312,95,2.375050,898008040
461,2490,3.897174,1072838804
71,711,4.504108,853954656
26,1409,3.579237,859625845
34,2891,3.249058,1032859119
190,2995,1.609270,968093085
469,53322,2.421507,1296197069
231,56715,4.640052,1424847021
389,3452,3.134395,965181589
300,51380,4.169231,1344182149
359,3497,3.336033,957481199
526,2105,4.820353,1024929048
154,1777,4.400776,1046739964
514,527,4.504557,843771936
23,555,2.789874,1131663369
57,56174,3.919614,1470350845
296,2081,3.370282,1112545252
655,597,3.533366,1145391843
381,802,3.547994,949384786
154,4886,4.605173,1046739947
244,552,3.297701,1094224559
538,1104,3.487491,879502709
24,3168,3.642581,1148672142
554,102123,3.977684,1423011755
269,3623,3.083360,1314895144
570,2006,3.443900,965068186
439,1682,4.236823,1472551045
106,458,3.077482,1085640697
221,480,4.124302,970503606
354,4489,2.408943,1113054646
666,2628,3.464078,1010197561
553,377,2.144845,843322618
112,4975,2.057651,1097431446
353,68157,4.089437,1420521137
545,1680,4.256652,1435790608
208,44,1.615040,1258439788
24,1263,4.027731,1148778787
565,2616,2.685183,974839236
391,52,3.153258,867072918
440,4489,2.695366,1041115325
565,2269,3.410078,974843382
82,31930,3.952991,1307180362
22,1031,3.409393,853852140
511,1230,4.053091,952328805
660,194,3.236220,834598281
284,7153,4.370777,1165210601
267,587,3.113738,840703344
413,1760,2.299197,993092421
510,1186,4.338572,940015597
201,63113,2.732105,1438019495
526,788,3.040105,1024929440
295,1064,3.324283,1047072640
288,95313,4.511494,1470888625
604,442,3.376986,868356767
294,1717,2.686793,1064615907
346,4370,3.693261,1106948998
364,1760,2.800904,942345331
423,377,3.741496,980860586
482,32,4.380226,1437001138
31,6115,3.611613,1043687014
642,64,3.455086,834802028
625,99992,2.901141,1374953846
613,61024,3.647955,1455642959
275,345,3.151026,1074104302
417,288,2.253524,841446684
397,533,3.208802,834999054
293,6944,3.731019,1140050749
565,535,3.887367,974712294
244,5388,3.229655,1100510434
120,1965,3.405195,945995181
565,324,3.480197,974837128
188,1097,4.219865,1228072722
461,2405,3.584754,1072838390
458,3285,2.590045,1471387085
355,165,3.589727,846062521
625,4487,2.384149,1157273661
458,97923,2.446332,1471386120
510,2302,2.981862,939329252
473,551,4.205118,958950245
235,2857,3.856394,1213808043
576,911,3.976187,1012593636
473,930,4.372789,944062114
668,151,4.137710,847271431
431,42738,3.360588,1148090947
295,4388,3.641332,1092067676
389,3145,3.529368,965181775
526,1967,4.354616,1024929350
125,6942,3.938515,1147861798
609,1259,3.566803,939462104
403,106920,3.663088,1462947321
39,364,4.326913,1389806534
325,2028,3.544508,1451519698
196,1964,3.202031,977755058
655,802,3.719771,1145392192
16,1831,1.862072,1166586439
523,19,2.494803,1391351897
206,58025,3.450915,1442152400
131,953,3.388062,1138999770
269,110,4.881120,1314894053
95,70286,4.211313,1291779687
548,4474,3.226501,1022678648
119,674,3.614417,951009005
208,779,1.688466,1258440296
270,1619,3.609974,883223474
665,71535,4.387419,1343747128
106,431,3.439605,1086095202
18,6790,4.058095,1127475092
120,2617,3.223132,945993697
284,33004,3.727622,1117946157
453,104,2.324743,976421834
119,260,4.692297,951008797
527,1,3.767460,1428641074
435,107,3.319150,886373716
387,306,3.555818,1047113156
519,158,3.622684,945369320
476,8972,2.367300,1447072593
599,4489,3.074992,1057554801
188,2599,4.818436,1228073080
49,5349,3.191797,1322167657
531,832,3.446127,879014545
389,3117,3.242770,965181806
409,541,3.642394,933032411
300,1729,4.925840,1344181196
605,2953,2.006596,1277532716
300,849,3.491744,1344177232
327,3308,3.635756,966009788
388,1281,4.640944,974682905
263,100159,2.790454,1433901145
565,1060,4.695233,974711674
49,61240,3.845255,1305605640
18,6584,3.589056,1127475452
425,1250,3.020306,1088826555
16,117176,2.922522,1425875426
635,355,2.013163,1309492267
389,2490,4.381203,946509381
625,7143,2.881817,1111924609
545,98154,4.454742,1435790186
400,593,2.798479,841562177
23,6365,3.565425,1131663156
214,52885,2.590942,1462638917
233,1590,3.311064,955086434
244,6503,1.701338,1100510571
506,930,3.542324,1340405741
120,2155,3.371891,952582538
464,457,3.990713,1049913035
189,368,3.359158,841064018
565,39,4.350371,974714239
58,1459,3.499715,907762885
417,593,3.078341,841446638
21,1,3.145802,1238729767
87,780,2.604177,848159406
44,3156,3.638193,974770248
379,1120,3.880740,1443294063
111,227,4.077557,840100758
213,2642,2.370562,1228087088
519,7,4.452977,945361906
74,52952,3.699307,1255502672
160,913,3.644775,1183518836
403,8644,3.596335,1443394485
179,1348,3.748804,1437428224
429,1080,4.889880,1304142495
158,1961,3.923474,1292893076
451,4235,4.356867,1475737258
